fir_number,district,ward,crime_type,severity,latitude,longitude,timestamp,description,accused_names
DEMO-20260724-00311,Chikkaballapur,Chikkaballapur Demo Zone 3,Fraud,5,13.459873,77.707757,2026-05-28T17:28:43,Synthetic demo record: fraud reported in Chikkaballapur.,Demo Associate 153
DEMO-20260724-00312,Belagavi,Belagavi Demo Zone 1,Theft,4,15.807332,74.54257,2026-06-07T10:54:43,Synthetic demo record: theft reported in Belagavi.,Demo Associate 051
DEMO-20260724-00313,Chitradurga,Chitradurga Demo Zone 4,Theft,4,14.236356,76.435025,2026-04-28T11:04:43,Synthetic demo record: theft reported in Chitradurga.,Demo Associate 191
DEMO-20260724-00314,Uttara Kannada,Uttara Kannada Demo Zone 3,Fraud,4,14.845761,74.139798,2026-05-30T12:01:43,Synthetic demo record: fraud reported in Uttara Kannada.,Demo Associate 063
DEMO-20260724-00315,Mandya,Mandya Demo Zone 3,Chain Snatching,6,12.532672,76.855167,2026-05-08T22:22:43,Synthetic demo record: chain snatching reported in Mandya.,Demo Associate 178|Demo Associate 163|Demo Associate 179
DEMO-20260724-00316,Udupi,Udupi Demo Zone 1,Dispute,3,13.305649,74.70896,2026-07-09T21:31:43,Synthetic demo record: dispute reported in Udupi.,Demo Associate 042|Demo Associate 044|Demo Associate 045
DEMO-20260724-00317,Bidar,Bidar Demo Zone 4,Theft,3,17.870547,77.516078,2026-05-30T17:19:43,Synthetic demo record: theft reported in Bidar.,Demo Associate 105
DEMO-20260724-00318,Uttara Kannada,Uttara Kannada Demo Zone 4,Burglary,7,14.855281,74.122108,2026-06-14T05:19:43,Synthetic demo record: burglary reported in Uttara Kannada.,Demo Associate 077|Demo Associate 070
DEMO-20260724-00319,Tumakuru,Tumakuru Demo Zone 3,Theft,5,13.299601,77.124326,2026-05-09T13:34:43,Synthetic demo record: theft reported in Tumakuru.,Demo Associate 027|Demo Associate 036
DEMO-20260724-00320,Raichur,Raichur Demo Zone 1,Theft,4,16.251272,77.345737,2026-04-29T15:27:43,Synthetic demo record: theft reported in Raichur.,Demo Associate 210|Demo Associate 213|Demo Associate 202
DEMO-20260724-00321,Yadgir,Yadgir Demo Zone 1,Burglary,6,16.796504,77.117569,2026-06-24T05:02:43,Synthetic demo record: burglary reported in Yadgir.,Demo Associate 138|Demo Associate 127
DEMO-20260724-00322,Chikkamagaluru,Chikkamagaluru Demo Zone 1,Vandalism,2,13.305221,75.764086,2026-07-01T10:28:43,Synthetic demo record: vandalism reported in Chikkamagaluru.,Demo Associate 179
DEMO-20260724-00323,Belagavi,Belagavi Demo Zone 4,Dispute,3,15.830835,74.483002,2026-07-20T18:38:43,Synthetic demo record: dispute reported in Belagavi.,Demo Associate 053|Demo Associate 057
DEMO-20260724-00324,Kalaburagi,Kalaburagi Demo Zone 2,Chain Snatching,7,17.30151,76.826759,2026-07-16T14:30:43,Synthetic demo record: chain snatching reported in Kalaburagi.,Demo Associate 095|Demo Associate 090
DEMO-20260724-00325,Yadgir,Yadgir Demo Zone 1,Dispute,3,16.729808,77.167117,2026-05-20T04:15:43,Synthetic demo record: dispute reported in Yadgir.,Demo Associate 133
DEMO-20260724-00326,Vijayanagara,Vijayanagara Demo Zone 3,Assault,8,15.324554,76.468701,2026-07-11T18:59:43,Synthetic demo record: assault reported in Vijayanagara.,Demo Associate 117
DEMO-20260724-00327,Haveri,Haveri Demo Zone 2,Theft,3,14.780777,75.411575,2026-06-24T02:58:43,Synthetic demo record: theft reported in Haveri.,Demo Associate 069|Demo Associate 073
DEMO-20260724-00328,Davanagere,Davanagere Demo Zone 3,Assault,8,14.426234,75.932841,2026-06-23T02:13:43,Synthetic demo record: assault reported in Davanagere.,Demo Associate 228|Demo Associate 225|Demo Associate 236
DEMO-20260724-00329,Haveri,Haveri Demo Zone 3,Chain Snatching,7,14.800054,75.361306,2026-06-08T03:10:43,Synthetic demo record: chain snatching reported in Haveri.,Demo Associate 080|Demo Associate 077
DEMO-20260724-00330,Uttara Kannada,Uttara Kannada Demo Zone 3,Theft,4,14.819349,74.145487,2026-05-31T19:24:43,Synthetic demo record: theft reported in Uttara Kannada.,Demo Associate 080
DEMO-20260724-00331,Ramanagara,Ramanagara Demo Zone 2,Dispute,3,12.697304,77.256941,2026-04-28T02:13:43,Synthetic demo record: dispute reported in Ramanagara.,Demo Associate 231|Demo Associate 240
DEMO-20260724-00332,Gadag,Gadag Demo Zone 3,Theft,4,15.416847,75.658856,2026-05-10T14:21:43,Synthetic demo record: theft reported in Gadag.,Demo Associate 022|Demo Associate 040|Demo Associate 030
DEMO-20260724-00333,Dharwad,Dharwad Demo Zone 1,Dispute,2,15.470949,75.00374,2026-05-04T03:43:43,Synthetic demo record: dispute reported in Dharwad.,Demo Associate 002|Demo Associate 014
DEMO-20260724-00334,Mandya,Mandya Demo Zone 1,Fraud,5,12.500115,76.903927,2026-06-09T08:30:43,Synthetic demo record: fraud reported in Mandya.,Demo Associate 174|Demo Associate 162|Demo Associate 163
DEMO-20260724-00335,Belagavi,Belagavi Demo Zone 3,Burglary,5,15.89182,74.459652,2026-04-26T15:42:43,Synthetic demo record: burglary reported in Belagavi.,Demo Associate 055|Demo Associate 058
DEMO-20260724-00336,Koppal,Koppal Demo Zone 4,Dispute,3,15.330259,76.16198,2026-05-23T08:11:43,Synthetic demo record: dispute reported in Koppal.,Demo Associate 143
DEMO-20260724-00337,Davanagere,Davanagere Demo Zone 3,Vandalism,1,14.500225,75.930017,2026-07-12T11:44:43,Synthetic demo record: vandalism reported in Davanagere.,Demo Associate 239
DEMO-20260724-00338,Kalaburagi,Kalaburagi Demo Zone 3,Fraud,4,17.309203,76.872049,2026-06-24T00:40:43,Synthetic demo record: fraud reported in Kalaburagi.,Demo Associate 092|Demo Associate 088
DEMO-20260724-00339,Hassan,Hassan Demo Zone 2,Theft,4,13.038357,76.086845,2026-05-26T02:22:43,Synthetic demo record: theft reported in Hassan.,Demo Associate 044|Demo Associate 047
DEMO-20260724-00340,Dharwad,Dharwad Demo Zone 2,Robbery,7,15.493706,75.047948,2026-05-13T07:42:43,Synthetic demo record: robbery reported in Dharwad.,Demo Associate 002|Demo Associate 016
DEMO-20260724-00341,Bagalkote,Bagalkote Demo Zone 2,Assault,8,16.177066,75.610768,2026-06-02T14:10:43,Synthetic demo record: assault reported in Bagalkote.,Demo Associate 015|Demo Associate 017
DEMO-20260724-00342,Dharwad,Dharwad Demo Zone 1,Assault,6,15.48903,75.049146,2026-07-06T21:33:43,Synthetic demo record: assault reported in Dharwad.,Demo Associate 003|Demo Associate 010
DEMO-20260724-00343,Dharwad,Dharwad Demo Zone 3,Burglary,6,15.495879,75.015814,2026-07-03T12:41:43,Synthetic demo record: burglary reported in Dharwad.,Demo Associate 006|Demo Associate 015|Demo Associate 008
DEMO-20260724-00344,Hassan,Hassan Demo Zone 1,Theft,5,12.994358,76.058801,2026-05-10T17:10:43,Synthetic demo record: theft reported in Hassan.,Demo Associate 054|Demo Associate 042
DEMO-20260724-00345,Mandya,Mandya Demo Zone 4,Theft,4,12.541973,76.906241,2026-04-29T16:54:43,Synthetic demo record: theft reported in Mandya.,Demo Associate 180
DEMO-20260724-00346,Yadgir,Yadgir Demo Zone 1,Fraud,6,16.761627,77.181587,2026-07-03T23:39:43,Synthetic demo record: fraud reported in Yadgir.,Demo Associate 122
DEMO-20260724-00347,Kodagu,Kodagu Demo Zone 4,Theft,3,12.468209,75.710229,2026-06-06T17:53:43,Synthetic demo record: theft reported in Kodagu.,Demo Associate 118|Demo Associate 116
DEMO-20260724-00348,Yadgir,Yadgir Demo Zone 3,Assault,8,16.722436,77.111872,2026-04-27T20:46:43,Synthetic demo record: assault reported in Yadgir.,Demo Associate 121|Demo Associate 126
DEMO-20260724-00349,Haveri,Haveri Demo Zone 3,Theft,3,14.834354,75.386286,2026-06-02T17:46:43,Synthetic demo record: theft reported in Haveri.,Demo Associate 075
DEMO-20260724-00350,Chikkaballapur,Chikkaballapur Demo Zone 3,Theft,4,13.456103,77.718235,2026-05-03T01:31:43,Synthetic demo record: theft reported in Chikkaballapur.,Demo Associate 149
DEMO-20260724-00351,Gadag,Gadag Demo Zone 2,Burglary,6,15.4275,75.606837,2026-05-07T00:07:43,Synthetic demo record: burglary reported in Gadag.,Demo Associate 025|Demo Associate 033|Demo Associate 032
DEMO-20260724-00352,Bengaluru Rural,Bengaluru Rural Demo Zone 3,Fraud,4,13.273385,77.643853,2026-05-01T12:38:43,Synthetic demo record: fraud reported in Bengaluru Rural.,Demo Associate 076|Demo Associate 078
DEMO-20260724-00353,Mandya,Mandya Demo Zone 2,Theft,5,12.526449,76.858207,2026-07-06T08:19:43,Synthetic demo record: theft reported in Mandya.,Demo Associate 163|Demo Associate 161
DEMO-20260724-00354,Koppal,Koppal Demo Zone 3,Vandalism,3,15.328328,76.196704,2026-04-28T20:04:43,Synthetic demo record: vandalism reported in Koppal.,Demo Associate 146|Demo Associate 154|Demo Associate 148
DEMO-20260724-00355,Chitradurga,Chitradurga Demo Zone 2,Assault,7,14.193602,76.395791,2026-04-29T11:56:43,Synthetic demo record: assault reported in Chitradurga.,Demo Associate 197|Demo Associate 188
DEMO-20260724-00356,Dakshina Kannada,Dakshina Kannada Demo Zone 1,Theft,4,12.937703,74.860684,2026-05-08T05:53:43,Synthetic demo record: theft reported in Dakshina Kannada.,Demo Associate 203|Demo Associate 204
DEMO-20260724-00357,Kodagu,Kodagu Demo Zone 4,Robbery,9,12.414689,75.777114,2026-07-13T16:04:43,Synthetic demo record: robbery reported in Kodagu.,Demo Associate 105|Demo Associate 116|Demo Associate 109
DEMO-20260724-00358,Kolar,Kolar Demo Zone 3,Theft,5,13.176011,78.143762,2026-06-17T15:29:43,Synthetic demo record: theft reported in Kolar.,Demo Associate 135|Demo Associate 139
DEMO-20260724-00359,Yadgir,Yadgir Demo Zone 2,Fraud,5,16.761851,77.177104,2026-06-15T08:31:43,Synthetic demo record: fraud reported in Yadgir.,Demo Associate 121|Demo Associate 130
DEMO-20260724-00360,Dakshina Kannada,Dakshina Kannada Demo Zone 4,Burglary,7,12.935542,74.840167,2026-06-10T14:44:43,Synthetic demo record: burglary reported in Dakshina Kannada.,Demo Associate 203
DEMO-20260724-00361,Raichur,Raichur Demo Zone 4,Fraud,5,16.184405,77.374948,2026-06-04T21:17:43,Synthetic demo record: fraud reported in Raichur.,Demo Associate 212
DEMO-20260724-00362,Shivamogga,Shivamogga Demo Zone 2,Burglary,5,13.889185,75.548274,2026-07-08T08:13:43,Synthetic demo record: burglary reported in Shivamogga.,Demo Associate 011
DEMO-20260724-00363,Raichur,Raichur Demo Zone 4,Vandalism,2,16.217773,77.343163,2026-06-10T23:07:43,Synthetic demo record: vandalism reported in Raichur.,Demo Associate 205
DEMO-20260724-00364,Mandya,Mandya Demo Zone 4,Theft,3,12.507343,76.883126,2026-05-12T14:42:43,Synthetic demo record: theft reported in Mandya.,Demo Associate 176
DEMO-20260724-00365,Vijayanagara,Vijayanagara Demo Zone 1,Burglary,6,15.33617,76.479517,2026-07-17T07:46:43,Synthetic demo record: burglary reported in Vijayanagara.,Demo Associate 108|Demo Associate 120
DEMO-20260724-00366,Dharwad,Dharwad Demo Zone 3,Theft,5,15.476306,74.986043,2026-06-20T15:48:43,Synthetic demo record: theft reported in Dharwad.,Demo Associate 009|Demo Associate 013
DEMO-20260724-00367,Dakshina Kannada,Dakshina Kannada Demo Zone 1,Burglary,6,12.911172,74.827933,2026-07-17T05:52:43,Synthetic demo record: burglary reported in Dakshina Kannada.,Demo Associate 207
DEMO-20260724-00368,Raichur,Raichur Demo Zone 2,Fraud,6,16.169741,77.369978,2026-05-25T03:28:43,Synthetic demo record: fraud reported in Raichur.,Demo Associate 218|Demo Associate 219
DEMO-20260724-00369,Yadgir,Yadgir Demo Zone 1,Theft,4,16.761414,77.1019,2026-06-26T03:09:43,Synthetic demo record: theft reported in Yadgir.,Demo Associate 139|Demo Associate 132
DEMO-20260724-00370,Bidar,Bidar Demo Zone 3,Theft,4,17.920917,77.538318,2026-05-07T13:28:43,Synthetic demo record: theft reported in Bidar.,Demo Associate 106|Demo Associate 111
DEMO-20260724-00371,Uttara Kannada,Uttara Kannada Demo Zone 1,Robbery,7,14.842431,74.156689,2026-06-20T22:36:43,Synthetic demo record: robbery reported in Uttara Kannada.,Demo Associate 067|Demo Associate 069|Demo Associate 071
DEMO-20260724-00372,Bengaluru Urban,Bengaluru Urban Demo Zone 4,Fraud,4,12.996282,77.586669,2026-07-08T10:00:43,Synthetic demo record: fraud reported in Bengaluru Urban.,Demo Associate 094
DEMO-20260724-00373,Dharwad,Dharwad Demo Zone 2,Theft,3,15.413255,74.968066,2026-05-20T09:25:43,Synthetic demo record: theft reported in Dharwad.,Demo Associate 009|Demo Associate 006
DEMO-20260724-00374,Bengaluru Rural,Bengaluru Rural Demo Zone 2,Fraud,4,13.324538,77.594252,2026-05-30T07:51:43,Synthetic demo record: fraud reported in Bengaluru Rural.,Demo Associate 066|Demo Associate 071|Demo Associate 062
DEMO-20260724-00375,Chamarajanagar,Chamarajanagar Demo Zone 3,Chain Snatching,6,11.909442,76.956964,2026-07-13T17:41:43,Synthetic demo record: chain snatching reported in Chamarajanagar.,Demo Associate 139|Demo Associate 129
DEMO-20260724-00376,Vijayapura,Vijayapura Demo Zone 3,Fraud,4,16.869854,75.743014,2026-05-18T12:16:43,Synthetic demo record: fraud reported in Vijayapura.,Demo Associate 081|Demo Associate 083
DEMO-20260724-00377,Yadgir,Yadgir Demo Zone 3,Burglary,7,16.751683,77.134083,2026-06-24T00:04:43,Synthetic demo record: burglary reported in Yadgir.,Demo Associate 139|Demo Associate 137
DEMO-20260724-00378,Ramanagara,Ramanagara Demo Zone 3,Dispute,4,12.707765,77.27341,2026-07-13T17:33:43,Synthetic demo record: dispute reported in Ramanagara.,Demo Associate 238|Demo Associate 232|Demo Associate 235
DEMO-20260724-00379,Davanagere,Davanagere Demo Zone 4,Assault,8,14.478956,75.878958,2026-06-15T13:01:43,Synthetic demo record: assault reported in Davanagere.,Demo Associate 239|Demo Associate 223
DEMO-20260724-00380,Kolar,Kolar Demo Zone 3,Fraud,6,13.10034,78.168683,2026-05-14T22:04:43,Synthetic demo record: fraud reported in Kolar.,Demo Associate 126
DEMO-20260724-00381,Ballari,Ballari Demo Zone 2,Vandalism,1,15.162589,76.94595,2026-05-08T12:46:43,Synthetic demo record: vandalism reported in Ballari.,Demo Associate 037|Demo Associate 026|Demo Associate 039
DEMO-20260724-00382,Bidar,Bidar Demo Zone 2,Dispute,4,17.905071,77.538458,2026-06-08T17:33:43,Synthetic demo record: dispute reported in Bidar.,Demo Associate 102|Demo Associate 114
DEMO-20260724-00383,Kalaburagi,Kalaburagi Demo Zone 4,Vandalism,2,17.335357,76.877524,2026-06-14T15:23:43,Synthetic demo record: vandalism reported in Kalaburagi.,Demo Associate 095
DEMO-20260724-00384,Kalaburagi,Kalaburagi Demo Zone 3,Assault,6,17.344694,76.820214,2026-06-23T08:35:43,Synthetic demo record: assault reported in Kalaburagi.,Demo Associate 085|Demo Associate 097
DEMO-20260724-00385,Koppal,Koppal Demo Zone 1,Theft,4,15.348821,76.191824,2026-05-01T09:52:43,Synthetic demo record: theft reported in Koppal.,Demo Associate 156|Demo Associate 152
DEMO-20260724-00386,Kalaburagi,Kalaburagi Demo Zone 2,Vandalism,2,17.373588,76.862759,2026-06-27T00:44:43,Synthetic demo record: vandalism reported in Kalaburagi.,Demo Associate 081
DEMO-20260724-00387,Chitradurga,Chitradurga Demo Zone 4,Fraud,5,14.202282,76.39721,2026-07-08T17:11:43,Synthetic demo record: fraud reported in Chitradurga.,Demo Associate 197|Demo Associate 186
DEMO-20260724-00388,Chamarajanagar,Chamarajanagar Demo Zone 1,Theft,4,11.935337,76.926224,2026-06-13T23:25:43,Synthetic demo record: theft reported in Chamarajanagar.,Demo Associate 137
DEMO-20260724-00389,Mandya,Mandya Demo Zone 2,Theft,4,12.527322,76.888425,2026-07-01T00:55:43,Synthetic demo record: theft reported in Mandya.,Demo Associate 179|Demo Associate 172
DEMO-20260724-00390,Bagalkote,Bagalkote Demo Zone 3,Assault,6,16.15784,75.621341,2026-06-12T05:33:43,Synthetic demo record: assault reported in Bagalkote.,Demo Associate 009|Demo Associate 006
DEMO-20260724-00391,Chitradurga,Chitradurga Demo Zone 2,Theft,4,14.209582,76.421808,2026-06-08T21:24:43,Synthetic demo record: theft reported in Chitradurga.,Demo Associate 189|Demo Associate 193|Demo Associate 194
DEMO-20260724-00392,Bengaluru Rural,Bengaluru Rural Demo Zone 2,Dispute,2,13.261824,77.651127,2026-06-05T22:45:43,Synthetic demo record: dispute reported in Bengaluru Rural.,Demo Associate 061
DEMO-20260724-00393,Hassan,Hassan Demo Zone 1,Assault,8,13.00326,76.109271,2026-04-25T08:28:43,Synthetic demo record: assault reported in Hassan.,Demo Associate 054
DEMO-20260724-00394,Vijayanagara,Vijayanagara Demo Zone 4,Robbery,8,15.349978,76.457373,2026-05-03T06:07:43,Synthetic demo record: robbery reported in Vijayanagara.,Demo Associate 104
DEMO-20260724-00395,Uttara Kannada,Uttara Kannada Demo Zone 4,Theft,5,14.812578,74.085149,2026-06-01T20:49:43,Synthetic demo record: theft reported in Uttara Kannada.,Demo Associate 072
DEMO-20260724-00396,Vijayapura,Vijayapura Demo Zone 3,Assault,6,16.837556,75.667179,2026-06-19T05:34:43,Synthetic demo record: assault reported in Vijayapura.,Demo Associate 090|Demo Associate 099|Demo Associate 096
DEMO-20260724-00397,Koppal,Koppal Demo Zone 2,Assault,8,15.351878,76.149963,2026-07-17T16:48:43,Synthetic demo record: assault reported in Koppal.,Demo Associate 147|Demo Associate 142
DEMO-20260724-00398,Chitradurga,Chitradurga Demo Zone 2,Assault,7,14.200061,76.373002,2026-06-08T14:48:43,Synthetic demo record: assault reported in Chitradurga.,Demo Associate 188|Demo Associate 185|Demo Associate 198
DEMO-20260724-00399,Vijayapura,Vijayapura Demo Zone 4,Assault,7,16.791184,75.721624,2026-07-23T06:48:43,Synthetic demo record: assault reported in Vijayapura.,Demo Associate 087|Demo Associate 088|Demo Associate 096
DEMO-20260724-00400,Udupi,Udupi Demo Zone 2,Dispute,4,13.355719,74.755845,2026-07-02T03:03:43,Synthetic demo record: dispute reported in Udupi.,Demo Associate 055|Demo Associate 054
DEMO-20260724-00401,Bagalkote,Bagalkote Demo Zone 1,Theft,5,16.191462,75.623687,2026-07-03T17:39:43,Synthetic demo record: theft reported in Bagalkote.,Demo Associate 009|Demo Associate 004
DEMO-20260724-00402,Kalaburagi,Kalaburagi Demo Zone 1,Robbery,8,17.333175,76.830943,2026-06-30T14:33:43,Synthetic demo record: robbery reported in Kalaburagi.,Demo Associate 099
DEMO-20260724-00403,Mandya,Mandya Demo Zone 1,Dispute,2,12.499664,76.936156,2026-06-20T13:29:43,Synthetic demo record: dispute reported in Mandya.,Demo Associate 176|Demo Associate 163
DEMO-20260724-00404,Kalaburagi,Kalaburagi Demo Zone 4,Vandalism,3,17.324685,76.813724,2026-07-02T07:15:43,Synthetic demo record: vandalism reported in Kalaburagi.,Demo Associate 098|Demo Associate 099|Demo Associate 084
DEMO-20260724-00405,Tumakuru,Tumakuru Demo Zone 3,Burglary,7,13.363222,77.077579,2026-07-06T00:53:43,Synthetic demo record: burglary reported in Tumakuru.,Demo Associate 024|Demo Associate 034|Demo Associate 027
DEMO-20260724-00406,Chitradurga,Chitradurga Demo Zone 3,Theft,3,14.222793,76.37255,2026-06-01T03:47:43,Synthetic demo record: theft reported in Chitradurga.,Demo Associate 184|Demo Associate 188|Demo Associate 181
DEMO-20260724-00407,Vijayapura,Vijayapura Demo Zone 1,Theft,3,16.793221,75.684512,2026-07-18T20:04:43,Synthetic demo record: theft reported in Vijayapura.,Demo Associate 092|Demo Associate 096|Demo Associate 086
DEMO-20260724-00408,Bidar,Bidar Demo Zone 3,Dispute,2,17.876028,77.500294,2026-06-25T05:43:43,Synthetic demo record: dispute reported in Bidar.,Demo Associate 103
DEMO-20260724-00409,Koppal,Koppal Demo Zone 3,Theft,3,15.359171,76.178052,2026-05-06T09:28:43,Synthetic demo record: theft reported in Koppal.,Demo Associate 143|Demo Associate 152
DEMO-20260724-00410,Shivamogga,Shivamogga Demo Zone 3,Burglary,6,13.88804,75.533983,2026-06-15T06:40:43,Synthetic demo record: burglary reported in Shivamogga.,Demo Associate 018|Demo Associate 002
DEMO-20260724-00411,Bengaluru Urban,Bengaluru Urban Demo Zone 4,Chain Snatching,8,12.981803,77.575353,2026-07-05T09:19:43,Synthetic demo record: chain snatching reported in Bengaluru Urban.,Demo Associate 086
DEMO-20260724-00412,Belagavi,Belagavi Demo Zone 1,Vandalism,3,15.841768,74.490468,2026-06-02T23:51:43,Synthetic demo record: vandalism reported in Belagavi.,Demo Associate 050
DEMO-20260724-00413,Mandya,Mandya Demo Zone 3,Fraud,4,12.501566,76.887544,2026-05-01T22:28:43,Synthetic demo record: fraud reported in Mandya.,Demo Associate 162|Demo Associate 175
DEMO-20260724-00414,Udupi,Udupi Demo Zone 3,Dispute,2,13.373709,74.763732,2026-07-09T04:28:43,Synthetic demo record: dispute reported in Udupi.,Demo Associate 044|Demo Associate 060|Demo Associate 053
DEMO-20260724-00415,Mysuru,Mysuru Demo Zone 4,Dispute,2,12.284992,76.661716,2026-05-12T19:42:43,Synthetic demo record: dispute reported in Mysuru.,Demo Associate 190|Demo Associate 189
DEMO-20260724-00416,Kolar,Kolar Demo Zone 1,Assault,8,13.167817,78.162747,2026-06-13T07:19:43,Synthetic demo record: assault reported in Kolar.,Demo Associate 137|Demo Associate 140
DEMO-20260724-00417,Gadag,Gadag Demo Zone 1,Theft,3,15.420345,75.672153,2026-05-22T14:48:43,Synthetic demo record: theft reported in Gadag.,Demo Associate 033|Demo Associate 032|Demo Associate 024
DEMO-20260724-00418,Kolar,Kolar Demo Zone 2,Assault,7,13.12309,78.127211,2026-05-17T18:16:43,Synthetic demo record: assault reported in Kolar.,Demo Associate 122|Demo Associate 130
DEMO-20260724-00419,Raichur,Raichur Demo Zone 4,Fraud,5,16.177503,77.323718,2026-05-23T18:45:43,Synthetic demo record: fraud reported in Raichur.,Demo Associate 204
DEMO-20260724-00420,Kalaburagi,Kalaburagi Demo Zone 1,Theft,4,17.366582,76.867579,2026-06-27T09:05:43,Synthetic demo record: theft reported in Kalaburagi.,Demo Associate 094
DEMO-20260724-00421,Raichur,Raichur Demo Zone 2,Theft,3,16.221409,77.348493,2026-05-27T11:07:43,Synthetic demo record: theft reported in Raichur.,Demo Associate 214
DEMO-20260724-00422,Chitradurga,Chitradurga Demo Zone 1,Theft,4,14.235545,76.359681,2026-07-09T21:41:43,Synthetic demo record: theft reported in Chitradurga.,Demo Associate 183|Demo Associate 188
DEMO-20260724-00423,Dharwad,Dharwad Demo Zone 1,Dispute,2,15.482795,74.991568,2026-06-05T20:47:43,Synthetic demo record: dispute reported in Dharwad.,Demo Associate 020|Demo Associate 001
DEMO-20260724-00424,Vijayanagara,Vijayanagara Demo Zone 1,Fraud,5,15.327324,76.495118,2026-04-27T06:46:43,Synthetic demo record: fraud reported in Vijayanagara.,Demo Associate 113|Demo Associate 101
DEMO-20260724-00425,Yadgir,Yadgir Demo Zone 4,Theft,4,16.740903,77.186127,2026-05-14T00:30:43,Synthetic demo record: theft reported in Yadgir.,Demo Associate 122|Demo Associate 135
DEMO-20260724-00426,Haveri,Haveri Demo Zone 1,Dispute,4,14.760633,75.433559,2026-07-18T01:05:43,Synthetic demo record: dispute reported in Haveri.,Demo Associate 078
DEMO-20260724-00427,Vijayapura,Vijayapura Demo Zone 1,Burglary,5,16.818322,75.728231,2026-05-07T14:47:43,Synthetic demo record: burglary reported in Vijayapura.,Demo Associate 081|Demo Associate 082|Demo Associate 084
DEMO-20260724-00428,Chitradurga,Chitradurga Demo Zone 2,Robbery,7,14.254816,76.421262,2026-07-12T04:39:43,Synthetic demo record: robbery reported in Chitradurga.,Demo Associate 193
DEMO-20260724-00429,Bengaluru Rural,Bengaluru Rural Demo Zone 2,Dispute,4,13.280394,77.623417,2026-07-16T23:16:43,Synthetic demo record: dispute reported in Bengaluru Rural.,Demo Associate 070|Demo Associate 074|Demo Associate 077
DEMO-20260724-00430,Raichur,Raichur Demo Zone 4,Theft,5,16.239685,77.325886,2026-07-05T12:20:43,Synthetic demo record: theft reported in Raichur.,Demo Associate 203|Demo Associate 204|Demo Associate 215
DEMO-20260724-00431,Raichur,Raichur Demo Zone 1,Robbery,9,16.199227,77.34608,2026-06-12T10:43:43,Synthetic demo record: robbery reported in Raichur.,Demo Associate 214|Demo Associate 219|Demo Associate 202
DEMO-20260724-00432,Haveri,Haveri Demo Zone 2,Assault,8,14.813932,75.400859,2026-07-16T19:40:43,Synthetic demo record: assault reported in Haveri.,Demo Associate 068|Demo Associate 070
DEMO-20260724-00433,Chikkaballapur,Chikkaballapur Demo Zone 1,Dispute,4,13.407325,77.724505,2026-05-14T14:38:43,Synthetic demo record: dispute reported in Chikkaballapur.,Demo Associate 149|Demo Associate 147
DEMO-20260724-00434,Dakshina Kannada,Dakshina Kannada Demo Zone 4,Chain Snatching,7,12.873438,74.838492,2026-06-30T00:41:43,Synthetic demo record: chain snatching reported in Dakshina Kannada.,Demo Associate 216|Demo Associate 206
DEMO-20260724-00435,Tumakuru,Tumakuru Demo Zone 2,Chain Snatching,8,13.322948,77.102599,2026-04-26T11:39:43,Synthetic demo record: chain snatching reported in Tumakuru.,Demo Associate 040
DEMO-20260724-00436,Gadag,Gadag Demo Zone 4,Theft,5,15.442611,75.61952,2026-07-07T11:27:43,Synthetic demo record: theft reported in Gadag.,Demo Associate 040|Demo Associate 029
DEMO-20260724-00437,Chikkamagaluru,Chikkamagaluru Demo Zone 2,Burglary,6,13.292614,75.75735,2026-07-22T04:57:43,Synthetic demo record: burglary reported in Chikkamagaluru.,Demo Associate 167|Demo Associate 177
DEMO-20260724-00438,Hassan,Hassan Demo Zone 4,Dispute,4,12.966674,76.10271,2026-06-14T18:31:43,Synthetic demo record: dispute reported in Hassan.,Demo Associate 054|Demo Associate 059
DEMO-20260724-00439,Ballari,Ballari Demo Zone 3,Fraud,5,15.157357,76.924063,2026-04-29T01:04:43,Synthetic demo record: fraud reported in Ballari.,Demo Associate 026|Demo Associate 032
DEMO-20260724-00440,Chikkamagaluru,Chikkamagaluru Demo Zone 3,Assault,7,13.286489,75.79518,2026-07-17T23:32:43,Synthetic demo record: assault reported in Chikkamagaluru.,Demo Associate 166
DEMO-20260724-00441,Mysuru,Mysuru Demo Zone 4,Theft,4,12.330762,76.624881,2026-07-08T16:32:43,Synthetic demo record: theft reported in Mysuru.,Demo Associate 181
DEMO-20260724-00442,Yadgir,Yadgir Demo Zone 1,Vandalism,1,16.801235,77.18713,2026-04-27T08:35:43,Synthetic demo record: vandalism reported in Yadgir.,Demo Associate 129|Demo Associate 132|Demo Associate 140
DEMO-20260724-00443,Hassan,Hassan Demo Zone 3,Theft,5,12.972973,76.067339,2026-05-08T17:41:43,Synthetic demo record: theft reported in Hassan.,Demo Associate 050
DEMO-20260724-00444,Davanagere,Davanagere Demo Zone 1,Assault,7,14.48549,75.920113,2026-06-06T15:40:43,Synthetic demo record: assault reported in Davanagere.,Demo Associate 228|Demo Associate 221
DEMO-20260724-00445,Raichur,Raichur Demo Zone 2,Chain Snatching,8,16.169523,77.339869,2026-06-05T18:27:43,Synthetic demo record: chain snatching reported in Raichur.,Demo Associate 207|Demo Associate 218|Demo Associate 211
DEMO-20260724-00446,Kodagu,Kodagu Demo Zone 1,Assault,7,12.402851,75.742414,2026-06-25T12:18:43,Synthetic demo record: assault reported in Kodagu.,Demo Associate 118
